item_id,recommend,sentiment_analysis
223470,1.0,2
253430,1.0,2
620,1.0,2
4000,1.0,2
440,1.0,2
730,1.0,2
218620,1.0,0
203160,1.0,2
230410,1.0,2
219640,1.0,2
213850,1.0,1
72850,1.0,1
730,1.0,1
105600,1.0,2
550,1.0,1
369580,1.0,2
282440,0.0,0
1250,1.0,1
440,1.0,1
8400,1.0,1
271590,0.0,2
225640,1.0,2
113420,1.0,2
226700,0.0,0
377160,1.0,2
421770,0.0,0
239220,1.0,1
224600,1.0,2
236690,1.0,0
440,1.0,2
17100,1.0,2
243870,1.0,2
223750,1.0,2
65980,1.0,1
236390,1.0,0
400250,1.0,2
296240,1.0,2
320,1.0,2
8500,1.0,2
289130,1.0,2
202970,1.0,2
20920,1.0,2
265930,1.0,2
346110,1.0,2
304930,1.0,0
236390,1.0,2
270370,1.0,0
268650,1.0,1
224540,1.0,0
219640,1.0,0
233450,1.0,2
440,1.0,2
4000,1.0,2
236390,1.0,1
391540,1.0,2
215530,1.0,1
379720,1.0,1
226860,1.0,2
251570,1.0,0
55230,1.0,2
259700,1.0,2
261640,1.0,2
730,1.0,1
440,1.0,2
221100,1.0,2
287700,0.0,0
359550,0.0,0
22380,1.0,2
570,1.0,2
4000,1.0,1
304050,1.0,1
570,1.0,0
310380,1.0,2
4000,1.0,2
4000,1.0,2
233270,1.0,0
230410,1.0,2
383980,1.0,1
304050,1.0,2
212680,1.0,2
391460,0.0,2
346010,1.0,1
107410,1.0,2
200210,1.0,0
304930,0.0,0
226700,1.0,2
113020,1.0,2
219740,1.0,2
221100,1.0,2
393010,1.0,2
208090,1.0,2
440,1.0,2
440,1.0,1
440,1.0,1
730,1.0,2
247730,0.0,1
218230,1.0,2
205890,1.0,2
570,1.0,0
8400,1.0,1
434260,1.0,2
359290,0.0,0
10500,1.0,2
730,1.0,1
265630,1.0,1
440,1.0,0
218620,1.0,0
220240,1.0,2
34900,1.0,1
113200,1.0,2
239160,1.0,1
220240,1.0,2
440,1.0,2
630,1.0,2
218620,0.0,1
208090,0.0,2
230410,1.0,1
322330,1.0,1
241930,1.0,0
1250,1.0,2
200210,1.0,1
238460,1.0,2
730,1.0,2
105600,1.0,2
440,1.0,2
72850,1.0,2
730,1.0,2
236390,1.0,1
290300,1.0,2
295110,1.0,2
301520,1.0,2
346560,1.0,2
328220,1.0,2
256410,1.0,2
730,1.0,0
252490,1.0,2
203160,1.0,2
39120,1.0,2
218620,1.0,2
239070,1.0,0
91310,1.0,2
730,1.0,2
265770,0.0,2
105600,1.0,2
10,1.0,2
730,1.0,2
242760,1.0,1
239140,1.0,0
72850,1.0,1
263280,1.0,2
252490,1.0,2
386360,1.0,2
310380,1.0,0
304930,1.0,2
363970,1.0,2
570,0.0,0
295110,1.0,0
252490,0.0,2
319630,1.0,0
220,1.0,2
4000,1.0,2
48700,1.0,0
255710,1.0,2
364360,1.0,0
730,0.0,0
236390,1.0,0
4000,1.0,2
550,0.0,2
271590,0.0,2
219640,1.0,2
304930,1.0,2
247730,0.0,2
265630,1.0,1
263280,1.0,2
730,1.0,2
369200,0.0,0
288470,1.0,1
298110,0.0,0
730,1.0,2
282140,1.0,0
323370,1.0,2
209870,1.0,2
216250,1.0,0
50300,1.0,2
381210,0.0,2
333930,1.0,0
10680,1.0,2
238320,1.0,2
236390,1.0,2
34330,1.0,2
440,1.0,2
300570,1.0,2
201420,1.0,2
220240,1.0,1
211420,1.0,0
238260,1.0,1
206210,1.0,0
570,1.0,2
440,1.0,2
6060,1.0,0
440,1.0,1
4000,1.0,1
364360,1.0,0
238430,0.0,0
248820,1.0,2
221100,1.0,2
202970,1.0,2
4000,1.0,2
570,1.0,2
344760,1.0,2
251570,1.0,2
290080,0.0,2
313120,1.0,2
374320,1.0,2
222880,1.0,2
252950,1.0,2
318420,1.0,2
225540,1.0,2
4000,1.0,2
440,1.0,2
237930,1.0,0
570,1.0,0
339610,0.0,2
293780,1.0,2
20530,1.0,2
208090,1.0,2
57300,1.0,0
39150,1.0,2
70,1.0,2
13210,1.0,2
22120,1.0,2
449710,1.0,2
204100,1.0,0
319740,0.0,2
244050,0.0,0
270370,1.0,2
33930,1.0,1
352460,1.0,2
251570,1.0,2
271590,1.0,2
24860,1.0,2
333950,1.0,2
72850,1.0,2
333930,1.0,2
346010,1.0,2
730,1.0,2
49520,1.0,0
242720,0.0,2
238460,1.0,2
251630,1.0,2
220240,1.0,0
4000,1.0,1
346110,1.0,2
346110,1.0,2
4000,1.0,0
335300,1.0,2
218620,1.0,1
550,1.0,1
218620,1.0,2
55140,1.0,2
218620,1.0,1
730,1.0,1
318430,1.0,2
570,1.0,1
440,1.0,0
252490,1.0,0
230410,1.0,2
218620,1.0,2
323470,1.0,0
271290,1.0,2
630,1.0,2
10680,1.0,2
334230,1.0,0
48700,1.0,0
8930,1.0,1
474750,1.0,2
224260,1.0,0
570,1.0,2
252490,0.0,0
730,0.0,0
243470,0.0,0
225260,1.0,2
45730,0.0,2
99400,0.0,0
96100,1.0,2
1250,1.0,2
213650,1.0,0
429720,1.0,2
340050,1.0,0
234190,1.0,2
261880,1.0,2
230840,1.0,2
263760,1.0,2
233190,1.0,2
211420,0.0,0
220780,1.0,2
730,1.0,1
304930,1.0,1
440,1.0,1
237740,1.0,2
6830,1.0,2
48700,1.0,2
383080,1.0,2
363970,1.0,1
730,1.0,2
440,1.0,2
212180,1.0,2
72850,1.0,2
4560,1.0,2
203770,1.0,1
17700,1.0,2
25890,1.0,1
385770,1.0,2
72850,1.0,2
383870,1.0,2
22100,1.0,2
8930,1.0,2
730,1.0,2
316010,1.0,1
200210,1.0,2
10090,1.0,2
291550,1.0,2
41300,1.0,2
268750,1.0,2
304930,1.0,2
4000,1.0,2
440,1.0,2
291550,1.0,0
224760,1.0,2
219640,1.0,2
322910,1.0,0
6060,1.0,2
291480,0.0,0
4920,1.0,2
333930,1.0,2
4000,1.0,1
230410,1.0,2
433340,1.0,2
274940,1.0,2
311690,1.0,0
8980,1.0,2
730,1.0,2
266840,1.0,2
344760,1.0,2
72850,1.0,1
440,1.0,2
246620,1.0,0
226700,1.0,2
393420,1.0,0
461560,1.0,2
368360,1.0,2
208090,1.0,2
237870,1.0,2
224540,1.0,2
386360,1.0,2
248570,1.0,2
12120,1.0,2
221100,1.0,2
570,1.0,1
1840,1.0,2
105600,1.0,1
301520,0.0,2
292030,1.0,1
298110,1.0,0
252490,1.0,2
440,1.0,2
72200,1.0,2
252490,1.0,2
230410,1.0,1
305620,1.0,0
239030,1.0,2
200210,1.0,1
620,1.0,2
211820,1.0,2
570,0.0,2
42910,0.0,1
219640,0.0,0
550,0.0,0
99900,0.0,2
240,1.0,0
218620,1.0,1
211820,1.0,1
8870,1.0,2
24860,1.0,2
250420,0.0,0
238960,1.0,2
246280,0.0,1
255710,1.0,2
220200,1.0,2
440,1.0,2
2700,1.0,2
94400,1.0,2
346110,0.0,1
42910,1.0,0
238010,1.0,2
241930,1.0,2
287700,1.0,2
374301,1.0,0
366660,1.0,1
207140,1.0,1
259080,1.0,1
353560,0.0,1
405170,1.0,1
418340,1.0,2
302590,1.0,2
242880,1.0,2
394230,1.0,1
107100,1.0,2
22380,1.0,2
378648,1.0,2
292030,1.0,2
440,1.0,2
209080,1.0,2
56400,1.0,2
49600,1.0,2
408740,0.0,1
413150,1.0,2
109600,1.0,2
303210,1.0,1
440,1.0,1
233720,1.0,2
205350,0.0,1
330840,1.0,1
218230,0.0,1
19000,1.0,1
242050,1.0,2
218620,0.0,0
323500,1.0,1
12210,1.0,1
50650,1.0,1
206420,1.0,1
4000,1.0,2
267750,1.0,1
259720,1.0,2
293920,1.0,2
248310,1.0,2
49520,1.0,2
238430,1.0,2
220240,1.0,2
22380,1.0,1
201810,1.0,2
72850,1.0,2
221100,0.0,0
730,1.0,2
10680,1.0,2
252490,1.0,2
49520,1.0,2
219640,1.0,2
570,1.0,2
391540,1.0,2
433950,1.0,2
239140,1.0,2
346010,1.0,0
105600,1.0,2
4000,1.0,2
417860,1.0,0
265930,1.0,1
400,1.0,2
730,1.0,2
305620,1.0,2
348960,1.0,2
435870,0.0,2
275850,0.0,2
220200,1.0,2
304930,1.0,2
440,1.0,2
4000,1.0,2
17520,1.0,2
109400,1.0,2
252490,1.0,2
218230,1.0,0
4920,1.0,2
287920,1.0,2
323370,1.0,2
384490,1.0,2
413150,1.0,2
48700,1.0,2
70000,1.0,1
232810,0.0,1
244410,1.0,1
394360,0.0,0
207140,1.0,0
31280,0.0,1
17480,1.0,2
332800,1.0,0
319510,1.0,2
105600,1.0,2
105450,1.0,1
107410,1.0,2
225260,1.0,2
239350,1.0,2
219150,1.0,1
222880,1.0,2
4000,1.0,2
440,1.0,2
230410,1.0,2
39000,1.0,2
570,1.0,2
263500,1.0,2
440,0.0,2
20500,1.0,2
249650,1.0,2
730,1.0,2
440,1.0,2
105600,1.0,2
730,1.0,2
200510,1.0,2
730,0.0,0
221180,1.0,2
313740,1.0,2
301520,1.0,0
227940,0.0,0
35450,1.0,2
302830,1.0,1
219740,1.0,0
242760,1.0,0
40800,1.0,2
113200,1.0,2
391540,1.0,1
389570,1.0,2
440,1.0,1
252490,1.0,1
8870,1.0,1
203160,1.0,2
301520,0.0,0
99900,1.0,1
72850,1.0,2
221100,1.0,0
440,1.0,2
393420,1.0,0
291550,1.0,2
396900,1.0,2
304930,1.0,1
286160,1.0,2
227940,1.0,0
313120,1.0,2
220200,1.0,2
285900,1.0,2
1840,1.0,2
206190,1.0,2
268650,1.0,2
304930,1.0,2
223670,1.0,2
107100,1.0,2
420,1.0,2
400,1.0,2
239720,1.0,2
224060,1.0,2
376560,1.0,2
290750,1.0,1
220,1.0,0
230410,1.0,1
243870,1.0,2
349700,0.0,1
25890,0.0,0
4000,1.0,1
42960,1.0,0
304930,0.0,1
365590,0.0,0
265930,1.0,2
236090,1.0,2
301520,1.0,1
105600,1.0,2
17080,1.0,2
218230,1.0,0
440,1.0,2
730,1.0,2
49520,1.0,2
6860,1.0,2
730,1.0,2
204360,1.0,2
570,1.0,2
730,1.0,2
206210,1.0,2
431240,1.0,2
730,1.0,2
4000,1.0,0
363620,0.0,2
397340,1.0,2
107410,0.0,2
206420,1.0,2
329650,1.0,1
107410,1.0,0
203290,0.0,0
72850,1.0,2
391540,0.0,2
304050,1.0,1
620,1.0,2
33930,1.0,2
412830,1.0,2
440,1.0,2
364360,1.0,2
22380,1.0,1
6020,1.0,0
224260,1.0,0
221100,1.0,1
35450,1.0,1
246620,1.0,0
105600,1.0,2
4000,1.0,2
211820,0.0,0
275850,0.0,2
4000,1.0,1
319510,0.0,1
292030,1.0,2
20920,1.0,2
206420,1.0,2
312280,1.0,2
417860,0.0,0
440,1.0,2
311210,0.0,2
227940,0.0,2
730,1.0,2
4000,0.0,2
273110,0.0,2
570,0.0,2
224260,1.0,0
8870,1.0,1
200510,1.0,2
22380,1.0,2
322500,1.0,2
4000,1.0,2
238460,1.0,2
225540,1.0,2
105600,1.0,2
34900,1.0,0
440,1.0,2
105600,1.0,2
264200,1.0,2
42680,1.0,2
354140,1.0,0
4000,1.0,1
218230,1.0,2
550,1.0,2
208090,1.0,2
34830,0.0,0
291210,1.0,0
4000,1.0,1
730,1.0,2
236390,0.0,0
730,0.0,2
252950,1.0,2
203140,1.0,2
202970,1.0,2
47410,0.0,1
252490,0.0,0
204450,1.0,2
355180,1.0,2
440,0.0,0
730,1.0,2
218620,1.0,2
233270,1.0,1
218230,1.0,2
218620,1.0,2
239030,1.0,2
41700,1.0,2
218620,0.0,2
24240,1.0,1
440,1.0,2
200510,1.0,2
325610,1.0,2
203140,1.0,0
39120,1.0,2
72850,1.0,2
570,1.0,2
261030,1.0,2
385730,1.0,2
8930,1.0,0
301640,1.0,0
223850,1.0,2
223710,1.0,1
236390,1.0,2
244450,1.0,2
8190,0.0,0
41700,1.0,1
50130,1.0,2
227940,1.0,2
51100,0.0,2
22380,1.0,0
35420,1.0,2
275850,0.0,2
221100,1.0,2
353690,1.0,1
238430,1.0,2
208090,1.0,2
24240,1.0,2
224260,1.0,2
202970,0.0,1
377160,1.0,0
253710,0.0,2
334230,1.0,2
440,1.0,2
4000,1.0,2
265630,1.0,1
219740,1.0,2
228180,1.0,2
209160,1.0,2
219740,1.0,0
730,1.0,0
730,1.0,1
262060,0.0,2
289650,0.0,0
255480,1.0,0
11610,1.0,2
4000,1.0,2
323370,1.0,2
22380,1.0,1
550,1.0,1
271590,1.0,2
440,1.0,2
374570,1.0,2
238960,1.0,2
440,1.0,1
12110,1.0,0
221100,1.0,0
377160,1.0,2
383080,0.0,1
730,1.0,2
202970,1.0,2
730,1.0,2
4000,0.0,1
231430,1.0,2
