,id,title,release_date,price,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,release_year
139,11050.0,Dracula Origin,2008-05-20,9.99,Frogwares,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
140,10520.0,Beijing 2008™ - The Official Video Game of the Olympic Games,2008-07-08,0.0,Eurocom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008
141,11040.0,Sherlock Holmes - Nemesis,2008-04-14,9.99,Frogwares,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
142,19500.0,Eternity's Child,2008-07-31,4.99,"Luc Bernard,SilverSphereStudios",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
143,11260.0,Pacific Storm Allies,2007-05-25,7.99,Lesta Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2007
144,19200.0,Tank Universal,2008-08-21,4.99,Dialogue Design,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
145,12360.0,FlatOut: Ultimate Carnage,2008-08-19,19.99,Bugbear Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008
146,15710.0,Oddworld: Abe's Exoddus®,1998-11-17,2.99,Oddworld Inhabitants,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
147,15700.0,Oddworld: Abe's Oddysee®,1997-12-12,2.99,Oddworld Inhabitants,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
148,8660.0,GTR Evolution Expansion Pack for RACE 07,2008-09-01,7.99,SimBin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008
149,7770.0,X-COM: Enforcer,2001-04-19,4.99,"MicroProse Software, Inc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001
150,7660.0,X-COM: Apocalypse,1997-07-15,4.99,"MicroProse Software, Inc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1997
151,7760.0,X-COM: UFO Defense,1993-12-31,4.99,"MicroProse Software, Inc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993
152,20510.0,S.T.A.L.K.E.R.: Clear Sky,2008-09-15,9.99,GSC Game World,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
153,17330.0,Crysis Warhead®,2008-09-17,19.99,Crytek,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
154,17300.0,Crysis,2007-11-13,19.99,Crytek,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
155,7730.0,X-COM: Interceptor,1998-06-15,4.99,"MicroProse Software, Inc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998
156,20900.0,The Witcher: Enhanced Edition Director's Cut,2008-09-16,9.99,CD PROJEKT RED,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
